Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost
SO13726,5/5/2020,May,In-Store,USD,Joshua Ryan,Midwest,Memphis,Tennessee,Phones,Electronics,9,521.83,372.74
SO13727,1/22/2020,January,Online,USD,Adam Hernandez,Northeast,Santa Ana,California,Rugs,Decoratives,2,464.16,331.55
SO13728,2/16/2020,February,Wholesale,USD,Carl Nguyen,Midwest,Tyler,Texas,Dining Furniture,Furniture,10,212.83,152.02
SO13729,1/25/2020,January,Wholesale,USD,Jonathan Hawkins,West,Houston,Texas,Bathroom Furniture,Furniture,5,580.29,414.49
SO13730,3/16/2020,March,Distributor,USD,Joe Price,Northeast,Louisville,Kentucky,Vanities,Collections,2,606.24,433.03
SO13731,5/26/2020,May,Online,USD,Donald Reynolds,South,Santa Clara,California,Dining Furniture,Furniture,8,243.37,173.83
SO13732,3/24/2020,March,Distributor,USD,Shawn Cook,Midwest,Paradise,Nevada,Bean Bags,Furniture,9,402.23,287.31
SO13733,3/22/2020,March,In-Store,USD,Donald Reynolds,South,Wayne,Indiana,Photo Frames,Decoratives,5,554.30,395.93
SO13734,2/12/2020,February,In-Store,USD,Stephen Payne,South,El Cajon,California,Stemware,Drinkware,3,184.80,132.00
SO13735,1/22/2020,January,Online,USD,Joshua Kenedy,West,Elgin (Township),Illinois,Basketball,Sports,8,626.15,447.25
SO13736,4/15/2020,April,Distributor,USD,Shawn Cook,Midwest,Cincinnati,Ohio,Clocks,Accessories,8,520.71,371.93
SO13737,2/14/2020,February,Wholesale,USD,Anthony Berry,West,Hollywood,Florida,Collectibles,Collections,6,531.70,379.79
SO13738,4/11/2020,April,Wholesale,USD,Joshua Kenedy,West,Lewisville,Texas,Collectibles,Collections,5,381.39,272.42
SO13739,2/6/2020,February,In-Store,USD,Douglas Tucker,Midwest,Ann Arbor,Michigan,Photo Frames,Decoratives,9,276.25,197.32
SO13740,5/13/2020,May,Online,USD,Jonathan Hawkins,West,Beaumont,Texas,Stemware,Drinkware,9,475.07,339.34
SO13741,3/31/2020,March,Distributor,USD,Adam Hernandez,Northeast,Islip,New York,Wall Coverings,Decoratives,7,572.83,409.17
SO13742,3/16/2020,March,Distributor,USD,Roger Alexander,Midwest,Mobile,Alabama,Bathroom Furniture,Furniture,2,169.56,121.11
SO13743,5/3/2020,May,Wholesale,USD,Frank Brown,Northeast,St. Paul,Minnesota,Collectibles,Collections,6,300.28,214.49
SO13744,2/3/2020,February,In-Store,USD,Frank Brown,Northeast,Pearland,Texas,Candles,Lighting,1,358.56,256.12
SO13745,4/1/2020,April,Wholesale,USD,Frank Brown,Northeast,Augusta,Georgia,Outdoor Furniture,Furniture,8,178.80,127.71
SO13746,3/28/2020,March,Distributor,USD,Frank Brown,Northeast,Reno,Nevada,Candles,Lighting,10,200.55,143.25
SO13747,3/17/2020,March,Distributor,USD,Adam Hernandez,Northeast,Norman,Oklahoma,Floral,Decoratives,7,278.87,199.19
SO13748,4/5/2020,April,Distributor,USD,Adam Hernandez,Northeast,The Woodlands,Texas,Furniture Cushions,Furniture,4,333.41,238.15
SO13749,2/1/2020,February,In-Store,USD,Joshua Bennett,Northeast,Newport News,Virginia,Vanities,Collections,5,647.76,462.69
SO13750,3/28/2020,March,Wholesale,USD,Donald Reynolds,South,Gainesville,Florida,Festive,Decoratives,10,243.46,173.90
SO13751,2/24/2020,February,In-Store,USD,Donald Reynolds,South,Tucson,Arizona,Vases,Decoratives,1,435.01,310.72
SO13752,4/26/2020,April,Distributor,USD,Jonathan Hawkins,West,McKinney,Texas,Home Fragrances,Decoratives,1,638.63,456.16
SO13753,5/22/2020,May,In-Store,USD,Samuel Fowler,Midwest,Little Rock,Arkansas,Audio,Electronics,2,542.43,387.45
SO13754,1/26/2020,January,Wholesale,USD,Joshua Kenedy,West,Overland Park,Kansas,Mirrors,Accessories,9,257.71,184.08
SO13755,3/3/2020,March,Distributor,USD,Stephen Payne,South,Lowell,Massachusetts,Outdoor Furniture,Furniture,1,420.75,300.53
SO13756,2/23/2020,February,Online,USD,Anthony Berry,West,Huntington Beach,California,Festive,Decoratives,1,220.16,157.25
SO13757,2/4/2020,February,In-Store,USD,Donald Reynolds,South,Sunnyvale,California,Collectibles,Collections,9,300.84,214.88
SO13758,3/7/2020,March,Distributor,USD,Frank Brown,Northeast,Warren,Michigan,Phones,Electronics,10,588.76,420.54
SO13759,3/16/2020,March,In-Store,USD,Roger Alexander,Midwest,Warren,Michigan,Clocks,Accessories,2,233.06,166.47
SO13760,4/10/2020,April,Distributor,USD,Todd Roberts,West,Enterprise,Nevada,Table Linens,Decoratives,3,496.13,354.38
SO13761,4/30/2020,April,In-Store,USD,Joshua Bennett,Northeast,Abilene,Texas,Serveware,Kitchenery,4,459.37,328.12
SO13762,3/13/2020,March,Online,USD,Carl Nguyen,Midwest,Clovis,California,Bathroom Furniture,Furniture,4,285.01,203.58
SO13763,2/25/2020,February,Distributor,USD,Joshua Kenedy,West,Evansville,Indiana,Blankets,Beddings,6,253.00,180.71
SO13764,2/15/2020,February,Distributor,USD,Stephen Payne,South,Westminster,Colorado,Outdoor Decor,Decoratives,5,229.50,163.93
SO13765,3/2/2020,March,Distributor,USD,Shawn Wallace,South,Athens,Georgia,Accessories,Accessories,9,502.01,358.58
SO13766,2/21/2020,February,In-Store,USD,Jerry Green,West,Henderson,Nevada,Vanities,Collections,5,550.08,392.92
SO13767,5/27/2020,May,Online,USD,Stephen Payne,South,Lancaster,California,Audio,Electronics,10,408.04,291.46
SO13768,1/31/2020,January,Distributor,USD,Joshua Bennett,Northeast,Riverside,California,Vases,Decoratives,2,545.83,389.88
SO13769,4/30/2020,April,Online,USD,Keith Griffin,Northeast,Independence,Missouri,Bean Bags,Furniture,3,339.87,242.76
SO13770,1/17/2020,January,In-Store,USD,Frank Brown,Northeast,Perry,Indiana,Wall Frames,Decoratives,4,304.21,217.29
SO13771,1/11/2020,January,In-Store,USD,Anthony Berry,West,Tampa,Florida,Table Lamps,Lighting,3,461.80,329.86
SO13772,5/20/2020,May,Online,USD,Patrick Graham,South,Center,Indiana,Phones,Electronics,3,557.40,398.14
SO13773,5/13/2020,May,Distributor,USD,Patrick Graham,South,Spring Valley,Nevada,Table Lamps,Lighting,10,412.94,294.96
SO13774,2/25/2020,February,Wholesale,USD,Joshua Kenedy,West,Washington,District of Columbia,Mirrors,Accessories,10,387.97,277.12
SO13775,1/5/2020,January,Distributor,USD,Chris Armstrong,Northeast,Montgomery,Alabama,Rugs,Decoratives,8,428.85,306.32
SO13776,1/20/2020,January,Distributor,USD,Adam Hernandez,Northeast,Smithtown,New York,Bean Bags,Furniture,10,627.50,448.21
SO13777,2/2/2020,February,Distributor,USD,Chris Armstrong,Northeast,Islip,New York,Basketball,Sports,5,414.12,295.80
SO13778,4/23/2020,April,Distributor,USD,Joshua Ryan,Midwest,San Buenaventura (Ventura),California,Computers,Electronics,9,376.23,268.73
SO13779,5/24/2020,May,Online,USD,Chris Armstrong,Northeast,Columbus,Ohio,Floral,Decoratives,9,613.91,438.51
SO13780,2/27/2020,February,Wholesale,USD,Patrick Graham,South,Lafayette,Louisiana,Blankets,Beddings,10,249.05,177.89
SO13781,4/14/2020,April,In-Store,USD,Joshua Little,South,Hollywood,Florida,Stemware,Drinkware,4,643.49,459.63
SO13782,5/19/2020,May,Wholesale,USD,Jonathan Hawkins,West,Fort Wayne,Indiana,Candleholders,Decoratives,1,527.34,376.67
SO13783,5/23/2020,May,In-Store,USD,Joshua Kenedy,West,Wilmington,North Carolina,Platters,Kitchenery,4,273.23,195.16
SO13784,1/21/2020,January,Online,USD,Carl Nguyen,Midwest,Brooklyn,New York,TV and video,Electronics,4,557.41,398.15
SO13785,3/12/2020,March,Online,USD,Todd Roberts,West,Islip,New York,Candleholders,Decoratives,7,481.78,344.13
SO13786,4/9/2020,April,Wholesale,USD,Jerry Green,West,Renton,Washington,Dinnerware,Kitchenery,4,350.61,250.44
SO13787,4/21/2020,April,Online,USD,Joshua Bennett,Northeast,Perry,Indiana,Mirrors,Accessories,3,409.19,292.28
SO13788,1/5/2020,January,Online,USD,Joshua Ryan,Midwest,Elgin,Illinois,Stemware,Drinkware,1,455.44,325.31
SO13789,2/6/2020,February,Online,USD,Jerry Green,West,Memphis,Tennessee,Basketball,Sports,7,496.21,354.43
SO13790,2/8/2020,February,Online,USD,Joshua Little,South,Long Beach,California,Candleholders,Decoratives,3,305.00,217.86
SO13791,3/15/2020,March,Distributor,USD,Roy Rice,Midwest,Tyler,Texas,Table Linens,Decoratives,5,177.24,126.60
SO13792,2/27/2020,February,In-Store,USD,Joshua Little,South,Brownsville,Texas,Baseball,Sports,10,378.86,270.61
SO13793,4/2/2020,April,Online,USD,Frank Brown,Northeast,Eugene,Oregon,Floral,Decoratives,1,162.44,116.03
SO13794,1/26/2020,January,Wholesale,USD,Roger Alexander,Midwest,College Station,Texas,Collectibles,Collections,4,617.06,440.76
SO13795,5/15/2020,May,Online,USD,Joshua Ryan,Midwest,Sunnyvale,California,Bakeware,Kitchenery,2,432.03,308.59
SO13796,5/22/2020,May,Distributor,USD,Donald Reynolds,South,Sioux Falls,South Dakota,Accessories,Accessories,10,174.81,124.86
SO13797,5/8/2020,May,Wholesale,USD,Samuel Fowler,Midwest,Billings,Montana,Ornaments,Decoratives,6,220.88,157.77
SO13798,5/19/2020,May,Online,USD,Joe Price,Northeast,West Palm Beach,Florida,Wardrobes,Furniture,5,224.16,160.11
SO13799,3/12/2020,March,Wholesale,USD,Carl Nguyen,Midwest,Philadelphia,Pennsylvania,Table Linens,Decoratives,5,384.78,274.85
SO13800,5/23/2020,May,Online,USD,Roy Rice,Midwest,Lewisville,Texas,Bar Tools,Drinkware,1,612.67,437.62
SO13801,5/5/2020,May,In-Store,USD,Joshua Little,South,Thousand Oaks,California,Candleholders,Decoratives,1,649.16,463.69
SO13802,2/1/2020,February,Online,USD,Donald Reynolds,South,Orlando,Florida,Computers,Electronics,1,351.91,251.37
SO13803,1/27/2020,January,Wholesale,USD,Shawn Cook,Midwest,Cincinnati,Ohio,Outdoor Furniture,Furniture,6,397.95,284.25
SO13804,2/25/2020,February,Wholesale,USD,Donald Reynolds,South,Independence,Missouri,Stemware,Drinkware,2,511.17,365.12
SO13805,2/3/2020,February,Wholesale,USD,Joe Price,Northeast,Topeka,Kansas,Bakeware,Kitchenery,10,262.96,187.83
SO13806,2/19/2020,February,Wholesale,USD,Joshua Ryan,Midwest,Lakewood,Colorado,Bar Tools,Drinkware,1,200.91,143.50
SO13807,2/1/2020,February,Wholesale,USD,Nicholas Cunningham,South,Paradise,Nevada,Bakeware,Kitchenery,7,396.08,282.92
SO13808,3/2/2020,March,Wholesale,USD,Shawn Cook,Midwest,Mobile,Alabama,Baseball,Sports,4,503.68,359.77
SO13809,5/25/2020,May,Wholesale,USD,Joshua Bennett,Northeast,Mobile,Alabama,Platters,Kitchenery,10,449.95,321.39
SO13810,4/27/2020,April,Distributor,USD,Shawn Wallace,South,Fontana,California,Bean Bags,Furniture,8,273.64,195.45
SO13811,1/15/2020,January,Online,USD,Frank Brown,Northeast,Cleveland,Ohio,Bathroom Furniture,Furniture,4,406.01,290.00
SO13812,2/13/2020,February,In-Store,USD,Keith Griffin,Northeast,Sandy Springs,Georgia,Outdoor Furniture,Furniture,9,415.80,297.00
SO13813,5/23/2020,May,In-Store,USD,Joshua Ryan,Midwest,New Haven (Town),Connecticut,Clocks,Accessories,6,512.12,365.80
SO13814,1/29/2020,January,Distributor,USD,Roy Rice,Midwest,Oxnard,California,Baseball,Sports,3,315.72,225.51
SO13815,1/4/2020,January,Online,USD,Stephen Payne,South,Carlsbad,California,Rugs,Decoratives,7,220.18,157.27
SO13816,2/9/2020,February,In-Store,USD,Samuel Fowler,Midwest,Lehigh Acres,Florida,Wine Storage,Drinkware,7,275.22,196.59
SO13817,5/29/2020,May,In-Store,USD,Paul Holmes,Midwest,Torrance,California,Wall Frames,Decoratives,8,648.27,463.05
SO13818,3/7/2020,March,Online,USD,Todd Roberts,West,Hartford,Connecticut,Wall Coverings,Decoratives,3,388.35,277.39
SO13819,3/4/2020,March,Wholesale,USD,George Lewis,West,Modesto,California,Pendants,Collections,4,187.37,133.83
SO13820,5/12/2020,May,Wholesale,USD,Shawn Cook,Midwest,Bellevue,Washington,Cookware,Kitchenery,5,444.74,317.67
SO13821,1/1/2020,January,Distributor,USD,Douglas Tucker,Midwest,Birmingham,Alabama,Basketball,Sports,9,552.75,394.82
SO13822,1/9/2020,January,Distributor,USD,Todd Roberts,West,Santa Rosa,California,Wreaths,Decoratives,8,562.98,402.13
SO13823,4/26/2020,April,Wholesale,USD,Shawn Wallace,South,Fort Worth,Texas,Wall Frames,Decoratives,8,625.47,446.77
SO13824,3/13/2020,March,Distributor,USD,Shawn Cook,Midwest,Rockford,Illinois,Pendants,Collections,3,377.66,269.76
SO13825,3/18/2020,March,In-Store,USD,Roger Alexander,Midwest,Durham,North Carolina,Computers,Electronics,5,644.53,460.38
SO13826,5/9/2020,May,Distributor,USD,Carl Nguyen,Midwest,San Mateo,California,Home Fragrances,Decoratives,5,240.31,171.65
SO13827,4/15/2020,April,Distributor,USD,Samuel Fowler,Midwest,Overland Park,Kansas,Wreaths,Decoratives,6,357.75,255.54
SO13828,5/31/2020,May,In-Store,USD,Shawn Cook,Midwest,Austin,Texas,Platters,Kitchenery,1,504.30,360.22
SO13829,2/11/2020,February,In-Store,USD,Joe Price,Northeast,Manchester,New Hampshire,Vases,Decoratives,9,415.42,296.73
SO13830,5/3/2020,May,Distributor,USD,Stephen Payne,South,Provo,Utah,Basketball,Sports,8,600.45,428.89
SO13831,2/15/2020,February,Online,USD,Stephen Payne,South,Inglewood,California,Mirrors,Accessories,9,384.15,274.40
SO13832,5/26/2020,May,In-Store,USD,Carl Nguyen,Midwest,Provo,Utah,Photo Frames,Decoratives,3,235.88,168.48
SO13833,2/15/2020,February,Distributor,USD,Frank Brown,Northeast,Fontana,California,Serveware,Kitchenery,10,410.61,293.29
SO13834,2/7/2020,February,Distributor,USD,Adam Hernandez,Northeast,Paradise,Nevada,Photo Frames,Decoratives,9,164.41,117.43
SO13835,4/20/2020,April,Online,USD,Adam Hernandez,Northeast,McKinney,Texas,Sculptures,Decoratives,10,162.98,116.41
SO13836,4/22/2020,April,In-Store,USD,Patrick Graham,South,Buffalo,New York,Bathroom Furniture,Furniture,2,602.55,430.39
SO13837,1/3/2020,January,Distributor,USD,Keith Griffin,Northeast,Winston-Salem,North Carolina,Wall Coverings,Decoratives,10,326.41,233.15
SO13838,1/26/2020,January,Distributor,USD,Keith Griffin,Northeast,Woodbridge (Township),New Jersey,Bakeware,Kitchenery,2,500.78,357.70
SO13839,5/31/2020,May,Wholesale,USD,Jerry Green,West,Stamford (Town),Connecticut,Clocks,Accessories,7,530.76,379.12
SO13840,1/14/2020,January,In-Store,USD,Carl Nguyen,Midwest,Rochester,New York,Accessories,Accessories,3,503.76,359.83
SO13841,4/23/2020,April,Wholesale,USD,Nicholas Cunningham,South,Norwalk,California,Wine Storage,Drinkware,1,239.31,170.94
SO13842,5/21/2020,May,In-Store,USD,Roy Rice,Midwest,Spring Valley,Nevada,Computers,Electronics,10,534.69,381.92
SO13843,1/14/2020,January,Distributor,USD,Frank Brown,Northeast,The Woodlands,Texas,Phones,Electronics,3,234.43,167.45
SO13844,5/14/2020,May,Wholesale,USD,Roy Rice,Midwest,Spokane,Washington,Blankets,Beddings,6,598.82,427.73
SO13845,2/28/2020,February,Distributor,USD,Joshua Ryan,Midwest,Centennial,Colorado,Serveware,Kitchenery,7,457.21,326.58
SO13846,1/23/2020,January,Wholesale,USD,Todd Roberts,West,Costa Mesa,California,Dining Furniture,Furniture,3,501.01,357.87
SO13847,2/9/2020,February,Wholesale,USD,Roy Rice,Midwest,Wichita Falls,Texas,TV and video,Electronics,9,604.66,431.90
SO13848,1/27/2020,January,Online,USD,Todd Roberts,West,Sioux Falls,South Dakota,Clocks,Accessories,9,308.73,220.52
SO13849,2/28/2020,February,Distributor,USD,Douglas Tucker,Midwest,Joliet,Illinois,Accessories,Accessories,4,493.93,352.81
SO13850,5/1/2020,May,Distributor,USD,Shawn Cook,Midwest,North Hempstead,New York,Photo Frames,Decoratives,10,511.82,365.59
SO13851,4/4/2020,April,In-Store,USD,Paul Holmes,Midwest,Detroit,Michigan,Bar Tools,Drinkware,8,334.57,238.98
SO13852,3/4/2020,March,Distributor,USD,Roy Rice,Midwest,Pueblo,Colorado,Wall Frames,Decoratives,7,454.23,324.45
SO13853,5/21/2020,May,Wholesale,USD,Shawn Wallace,South,Oceanside,California,Ornaments,Decoratives,9,173.00,123.57
SO13854,4/5/2020,April,Distributor,USD,Roger Alexander,Midwest,Charlotte,North Carolina,Table Lamps,Lighting,2,251.09,179.35
SO13855,5/29/2020,May,In-Store,USD,Roger Alexander,Midwest,Clovis,California,Candleholders,Decoratives,6,403.55,288.25
SO13856,5/31/2020,May,Wholesale,USD,Keith Griffin,Northeast,Worcester,Massachusetts,Table Lamps,Lighting,1,508.19,363.00
SO13857,3/2/2020,March,Online,USD,Douglas Tucker,Midwest,Bridgeport (Town),Connecticut,Cookware,Kitchenery,5,355.68,254.05
SO13858,5/2/2020,May,Wholesale,USD,Jonathan Hawkins,West,Athens,Georgia,Vases,Decoratives,1,297.64,212.60
SO13859,5/20/2020,May,Distributor,USD,Jonathan Hawkins,West,Sterling Heights,Michigan,Mirrors,Accessories,1,609.44,435.32
SO13860,1/3/2020,January,Online,USD,Paul Holmes,Midwest,Killeen,Texas,Dinnerware,Kitchenery,3,482.14,344.39
SO13861,1/13/2020,January,Wholesale,USD,Chris Armstrong,Northeast,Laredo,Texas,Ornaments,Decoratives,1,287.18,205.13
SO13862,4/30/2020,April,Distributor,USD,Roy Rice,Midwest,Orange,California,Bean Bags,Furniture,4,567.35,405.25
SO13863,1/17/2020,January,Distributor,USD,Keith Griffin,Northeast,New York City,New York,Mirrors,Accessories,9,233.93,167.10
SO13864,2/12/2020,February,Online,USD,Samuel Fowler,Midwest,Palm Bay,Florida,Candles,Lighting,9,433.10,309.36
SO13865,1/17/2020,January,In-Store,USD,Anthony Berry,West,Irvine,California,Serveware,Kitchenery,9,579.24,413.74
SO13866,3/17/2020,March,Online,USD,Keith Griffin,Northeast,Columbia,South Carolina,TV and video,Electronics,10,383.59,274.00
SO13867,5/12/2020,May,Distributor,USD,Keith Griffin,Northeast,West Valley City,Utah,Blankets,Beddings,6,336.17,240.12
SO13868,3/29/2020,March,Wholesale,USD,Joshua Little,South,Miami,Florida,Bar Tools,Drinkware,7,596.69,426.20
SO13869,4/12/2020,April,Online,USD,Jerry Green,West,Elgin,Illinois,Phones,Electronics,5,305.84,218.46
SO13870,4/11/2020,April,Wholesale,USD,Joshua Kenedy,West,Stamford,Connecticut,Wall Coverings,Decoratives,1,175.99,125.70
SO13871,1/10/2020,January,Wholesale,USD,Roy Rice,Midwest,Calumet,Indiana,Cookware,Kitchenery,7,159.67,114.05
SO13872,2/1/2020,February,In-Store,USD,Anthony Berry,West,Richmond,Virginia,Floor Lamps,Lighting,7,643.41,459.58
SO13873,3/12/2020,March,Online,USD,Roger Alexander,Midwest,Tempe,Arizona,Mirrors,Accessories,8,236.25,168.75
SO13874,3/17/2020,March,In-Store,USD,Joshua Ryan,Midwest,Thornton,Colorado,Computers,Electronics,7,298.28,213.06
SO13875,1/15/2020,January,In-Store,USD,Joshua Ryan,Midwest,Bloomingdale (Township),Illinois,Table Lamps,Lighting,9,177.46,126.75
SO13876,4/17/2020,April,In-Store,USD,Donald Reynolds,South,Dallas,Texas,Vanities,Collections,7,563.27,402.34
SO13877,3/4/2020,March,Distributor,USD,Joe Price,Northeast,St. Louis,Missouri,Bedroom Furniture,Furniture,1,181.27,129.48
SO13878,3/31/2020,March,In-Store,USD,Samuel Fowler,Midwest,Phoenix,Arizona,Wall Coverings,Decoratives,9,472.62,337.59
SO13879,2/16/2020,February,Wholesale,USD,Anthony Berry,West,Provo,Utah,Wall Frames,Decoratives,5,252.44,180.31
SO13880,5/17/2020,May,Wholesale,USD,Todd Roberts,West,Riverside,California,Accessories,Accessories,10,172.58,123.27
SO13881,3/30/2020,March,Online,USD,Carl Nguyen,Midwest,Colorado Springs,Colorado,Wine Storage,Drinkware,5,472.79,337.71
SO13882,1/3/2020,January,Wholesale,USD,Frank Brown,Northeast,Minneapolis,Minnesota,Candleholders,Decoratives,6,360.95,257.82
SO13883,3/16/2020,March,Distributor,USD,Jerry Green,West,Gilbert,Arizona,Collectibles,Collections,4,428.07,305.77
SO13884,1/28/2020,January,Wholesale,USD,Joe Price,Northeast,Denton,Texas,Mirrors,Accessories,2,249.06,177.90
SO13885,3/5/2020,March,In-Store,USD,Donald Reynolds,South,Woodbridge (Township),New Jersey,Vanities,Collections,1,562.49,401.78
SO13886,4/24/2020,April,Distributor,USD,Paul Holmes,Midwest,Oxnard,California,Sculptures,Decoratives,3,261.75,186.97
SO13887,5/2/2020,May,Wholesale,USD,Stephen Payne,South,Rialto,California,Bean Bags,Furniture,6,341.24,243.74
SO13888,5/27/2020,May,In-Store,USD,Joe Price,Northeast,San Bernardino,California,Candles,Lighting,5,285.12,203.65
SO13889,1/30/2020,January,Online,USD,Paul Holmes,Midwest,Winston-Salem,North Carolina,Cookware,Kitchenery,1,250.90,179.22
SO13890,2/17/2020,February,In-Store,USD,Anthony Berry,West,Albuquerque,New Mexico,Mirrors,Accessories,3,428.98,306.41
SO13891,4/23/2020,April,Distributor,USD,Stephen Payne,South,Baton Rouge,Louisiana,Candles,Lighting,8,263.38,188.13
SO13892,3/19/2020,March,In-Store,USD,George Lewis,West,Schaumburg (Township),Illinois,Table Lamps,Lighting,1,374.48,267.49
SO13893,4/14/2020,April,Online,USD,Stephen Payne,South,North Hempstead,New York,Outdoor Furniture,Furniture,8,540.68,386.20
SO13894,4/8/2020,April,In-Store,USD,Joshua Kenedy,West,Philadelphia,Pennsylvania,Bathroom Furniture,Furniture,10,516.26,368.76
SO13895,3/25/2020,March,Distributor,USD,Nicholas Cunningham,South,Hartford (Town),Connecticut,Basketball,Sports,2,262.90,187.79
SO13896,5/21/2020,May,Online,USD,Donald Reynolds,South,Pomona,California,Sculptures,Decoratives,10,218.01,155.72
SO13897,1/27/2020,January,Distributor,USD,Joshua Bennett,Northeast,Santa Maria,California,TV and video,Electronics,6,607.08,433.63
SO13898,2/8/2020,February,Wholesale,USD,Joshua Little,South,Vancouver,Washington,Rugs,Decoratives,7,649.38,463.85
SO13899,4/26/2020,April,Online,USD,Todd Roberts,West,Clovis,California,Cocktail Glasses,Drinkware,5,494.81,353.44
